,title,rating,name,num_ratings,num_reviews,num_followers,synopsis,genre
18,Genghis Khan and the Making of the Modern World,4.02,Jack Weatherford,"66,356","3,405",512,"The name Genghis Khan often conjures the image of a relentless, bloodthirsty barbarian on horseback leading a ruthless band of nomadic warriors in the looting of the civilized world. But the surprising truth is that Genghis Khan was a visionary leader whose conquests joined backward Europe with the flourishing cultures of Asia to trigger a global awakening, an unprecedented explosion of technologies, trade, and ideas. In Genghis Khan and the Making of the Modern World, Jack Weatherford, the only Western scholar ever to be allowed into the Mongols’ “Great Taboo”—Genghis Khan’s homeland and forbidden burial site—tracks the astonishing story of Genghis Khan and his descendants, and their conquest and transformation of the world.

Fighting his way to power on the remote steppes of Mongolia, Genghis Khan developed revolutionary military strategies and weaponry that emphasized rapid attack and siege warfare, which he then brilliantly used to overwhelm opposing armies in Asia, break the back of the Islamic world, and render the armored knights of Europe obsolete. Under Genghis Khan, the Mongol army never numbered more than 100,000 warriors, yet it subjugated more lands and people in twenty-five years than the Romans conquered in four hundred. With an empire that stretched from Siberia to India, from Vietnam to Hungary, and from Korea to the Balkans, the Mongols dramatically redrew the map of the globe, connecting disparate kingdoms into a new world order.

But contrary to popular wisdom, Weatherford reveals that the Mongols were not just masters of conquest, but possessed a genius for progressive and benevolent rule. On every level and from any perspective, the scale and scope
of Genghis Khan’s accomplishments challenge the limits of imagination. Genghis Khan was an innovative leader, the first ruler in many conquered countries to put the power of law above his own power, encourage religious freedom, create public schools, grant diplomatic immunity, abolish torture, and institute free trade. The trade routes he created became lucrative pathways for commerce, but also for ideas, technologies, and expertise that transformed the way people lived. The Mongols introduced the first international paper currency and postal system and developed and spread revolutionary technologies like printing, the cannon, compass, and abacus. They took local foods and products like lemons, carrots, noodles, tea, rugs, playing cards, and pants and turned them into staples of life around the world. The Mongols were the architects of a new way of life at a pivotal time in history.

In Genghis Khan and the Making of the Modern World, Jack Weatherford resurrects the true history of Genghis Khan, from the story of his relentless rise through Mongol tribal culture to the waging of his devastatingly successful wars and the explosion of civilization that the Mongol Empire unleashed. This dazzling work of revisionist history doesn’t just paint an unprecedented portrait of a great leader and his legacy, but challenges us to reconsider how the modern world was made.


From the Hardcover edition.",history
19,Dead Wake: The Last Crossing of the Lusitania,4.09,Erik Larson,"1,30,260","12,500",64.2k,"From the #1 New York Times bestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the Lusitania

On May 1, 1915, a luxury ocean liner as richly appointed as an English country house sailed out of New York, bound for Liverpool, carrying a record number of children and infants. The passengers were anxious. Germany had declared the seas around Britain to be a war zone, and for months, its U-boats had brought terror to the North Atlantic. But the Lusitania was one of the era's great transatlantic ""Greyhounds"" and her captain, William Thomas Turner, placed tremendous faith in the gentlemanly strictures of warfare that for a century had kept civilian ships safe from attack. He knew, moreover, that his ship - the fastest then in service - could outrun any threat.

Germany, however, was determined to change the rules of the game, and Walther Schwieger, the captain of Unterseeboot-20, was happy to oblige. Meanwhile, an ultra-secret British intelligence unit tracked Schwieger's U-boat, but told no one. As U-20 and the Lusitania made their way toward Liverpool, an array of forces both grand and achingly small - hubris, a chance fog, a closely guarded secret, and more--all converged to produce one of the great disasters of history.

It is a story that many of us think we know but don't, and Erik Larson tells it thrillingly, switching between hunter and hunted while painting a larger portrait of America at the height of the Progressive Era. Full of glamour, mystery, and real-life suspense, Dead Wake brings to life a cast of evocative characters, from famed Boston bookseller Charles Lauriat to pioneering female architect Theodate Pope Riddle to President Wilson, a man lost to grief, dreading the widening war but also captivated by the prospect of new love. Gripping and important, Dead Wake captures the sheer drama and emotional power of a disaster that helped place America on the road to war.",history
20,The Warmth of Other Suns: the Epic Story of America's Great Migration,4.44,Isabel Wilkerson,"88,615","10,765","6,365","In this epic, beautifully written masterwork, Pulitzer Prize–winning author Isabel Wilkerson chronicles one of the great untold stories of American history: the decades-long migration of black citizens who fled the South for northern and western cities, in search of a better life. 

From 1915 to 1970, this exodus of almost six million people changed the face of America. Wilkerson compares this epic migration to the migrations of other peoples in history. She interviewed more than a thousand people, and gained access to new data and official records, to write this definitive and vividly dramatic account of how these American journeys unfolded, altering our cities, our country, and ourselves.

With stunning historical detail, Wilkerson tells this story through the lives of three unique individuals: Ida Mae Gladney, who in 1937 left sharecropping and prejudice in Mississippi for Chicago, where she achieved quiet blue-collar success and, in old age, voted for Barack Obama when he ran for an Illinois Senate seat; sharp and quick-tempered George Starling, who in 1945 fled Florida for Harlem, where he endangered his job fighting for civil rights, saw his family fall, and finally found peace in God; and Robert Foster, who left Louisiana in 1953 to pursue a medical career, the personal physician to Ray Charles as part of a glitteringly successful medical career, which allowed him to purchase a grand home where he often threw exuberant parties.

Wilkerson brilliantly captures their first treacherous and exhausting cross-country trips by car and train and their new lives in colonies that grew into ghettos, as well as how they changed these cities with southern food, faith, and culture and improved them with discipline, drive, and hard work. Both a riveting microcosm and a major assessment, The Warmth of Other Suns is a bold, remarkable, and riveting work, a superb account of an “unrecognized immigration” within our own land. Through the breadth of its narrative, the beauty of the writing, the depth of its research, and the fullness of the people and lives portrayed herein, this book is destined to become a classic.",history
21,The Immortal Life of Henrietta Lacks,4.09,Rebecca Skloot,"6,70,745","37,900","4,110","Her name was Henrietta Lacks, but scientists know her as HeLa. She was a poor Southern tobacco farmer who worked the same land as her enslaved ancestors, yet her cells—taken without her knowledge—became one of the most important tools in medicine. The first “immortal” human cells grown in culture, they are still alive today, though she has been dead for more than sixty years. If you could pile all HeLa cells ever grown onto a scale, they’d weigh more than 50 million metric tons—as much as a hundred Empire State Buildings. HeLa cells were vital for developing the polio vaccine; uncovered secrets of cancer, viruses, and the atom bomb’s effects; helped lead to important advances like in vitro fertilization, cloning, and gene mapping; and have been bought and sold by the billions.
Yet Henrietta Lacks remains virtually unknown, buried in an unmarked grave.
Now Rebecca Skloot takes us on an extraordinary journey, from the “colored” ward of Johns Hopkins Hospital in the 1950s to stark white laboratories with freezers full of HeLa cells; from Henrietta’s small, dying hometown of Clover, Virginia — a land of wooden quarters for enslaved people, faith healings, and voodoo — to East Baltimore today, where her children and grandchildren live and struggle with the legacy of her cells.
Henrietta’s family did not learn of her “immortality” until more than twenty years after her death, when scientists investigating HeLa began using her husband and children in research without informed consent. And though the cells had launched a multimillion-dollar industry that sells human biological materials, her family never saw any of the profits. As Rebecca Skloot so brilliantly shows, the story of the Lacks family — past and present — is inextricably connected to the history of experimentation on African Americans, the birth of bioethics, and the legal battles over whether we control the stuff we are made of.
Over the decade it took to uncover this story, Rebecca became enmeshed in the lives of the Lacks family—especially Henrietta’s daughter Deborah, who was devastated to learn about her mother’s cells. She was consumed with questions: Had scientists cloned her mother? Did it hurt her when researchers infected her cells with viruses and shot them into space? What happened to her sister, Elsie, who died in a mental institution at the age of fifteen? And if her mother was so important to medicine, why couldn’t her children afford health insurance?
Intimate in feeling, astonishing in scope, and impossible to put down, The Immortal Life of Henrietta Lacks captures the beauty and drama of scientific discovery, as well as its human consequences.",history
22,A Distant Mirror: The Calamitous 14th Century,4.03,Barbara W. Tuchman,"38,948","1,707","1,652","The 14th century gives us back two contradictory images: a glittering time of crusades and castles, cathedrals and chivalry, and a dark time of ferocity and spiritual agony, a world plunged into a chaos of war, fear and the Plague. Barbara Tuchman anatomizes the century, revealing both the great rhythms of history and the grain and texture of domestic life as it was lived.",history
23,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,3.96,James W. Loewen,"65,500","3,447",699,"Unabridged, 9 audiocassettes, 14 hours 45 minutes
_______________
This national best-seller is an entertaining, informative, and sometimes shocking expose of the way history is taught to American students. Lies My Teacher Told Me won the American Book Award and the Oliver Cromwell Cox Award for Distinguished Anti-Racist Scholarship.

James W. Loewen, a sociology professor and distinguished critic of history education, puts 12 popular textbooks under the microscope-and what he discovers will surprise you. In his opinion, every one of these texts fails to make its subject interesting or memorable. Worse still is the proliferation of blind patriotism, mindless optimism and misinformation filling the pages.

From the truth about Christopher Columbus to the harsh reality of the Vietnam War, Loewen picks apart the lies we've been told. This audiobook, narrated by Brian Keeler (The Hurricane, ""All My Children"") will forever change your view of the past.",history
24,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,4.09,David Grann,"1,76,607","18,978","2,066","In the 1920s, the richest people per capita in the world were members of the Osage Indian Nation in Oklahoma. After oil was discovered beneath their land, the Osage rode in chauffeured automobiles, built mansions, and sent their children to study in Europe.
Then, one by one, they began to be killed off. One Osage woman, Mollie Burkhart, watched as her family was murdered. Her older sister was shot. Her mother was then slowly poisoned. And it was just the beginning, as more Osage began to die under mysterious circumstances.
In this last remnant of the Wild West—where oilmen like J. P. Getty made their fortunes and where desperadoes such as Al Spencer, “the Phantom Terror,” roamed – virtually anyone who dared to investigate the killings were themselves murdered. As the death toll surpassed more than twenty-four Osage, the newly created F.B.I. took up the case, in what became one of the organization’s first major homicide investigations. But the bureau was then notoriously corrupt and initially bungled the case. Eventually the young director, J. Edgar Hoover, turned to a former Texas Ranger named Tom White to try to unravel the mystery. White put together an undercover team, including one of the only Native American agents in the bureau. They infiltrated the region, struggling to adopt the latest modern techniques of detection. Together with the Osage they began to expose one of the most sinister conspiracies in American history.
A true-life murder mystery about one of the most monstrous crimes in American history.",history
25,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",3.83,Simon Winchester,"1,11,732","6,708","1,810","The Professor and the Madman, masterfully researched and eloquently written, is an extraordinary tale of madness, genius, and the incredible obsessions of two remarkable men that led to the making of the Oxford English Dictionary -- and literary history. The compilation of the OED, begun in 1857, was one of the most ambitious projects ever undertaken. As definitions were collected, the overseeing committee, led by Professor James Murray, discovered that one man, Dr. W. C. Minor, had submitted more than ten thousand. When the committee insisted on honoring him, a shocking truth came to light: Dr. Minor, an American Civil War veteran, was also an inmate at an asylum for the criminally insane.",history
26,King Leopold's Ghost,4.13,Adam Hochschild,"52,827","3,356",804,"In the 1880s, as the European powers were carving up Africa, King Leopold II of Belgium seized for himself the vast and mostly unexplored territory surrounding the Congo River. Carrying out a genocidal plundering of the Congo, he looted its rubber, brutalized its people, and ultimately slashed its population by ten million--all the while shrewdly cultivating his reputation as a great humanitarian. Heroic efforts to expose these crimes eventually led to the first great human rights movement of the twentieth century, in which everyone from Mark Twain to the Archbishop of Canterbury participated. King Leopold's Ghost is the haunting account of a megalomaniac of monstrous proportions, a man as cunning, charming, and cruel as any of the great Shakespearean villains. It is also the deeply moving portrait of those who fought Leopold: a brave handful of missionaries, travelers, and young idealists who went to Africa for work or adventure and unexpectedly found themselves witnesses to a holocaust. Adam Hochschild brings this largely untold story alive with the wit and skill of a Barbara Tuchman. Like her, he knows that history often provides a far richer cast of characters than any novelist could invent. Chief among them is Edmund Morel, a young British shipping agent who went on to lead the international crusade against Leopold. Another hero of this tale, the Irish patriot Roger Casement, ended his life on a London gallows. Two courageous black Americans, George Washington Williams and William Sheppard, risked much to bring evidence of the Congo atrocities to the outside world. Sailing into the middle of the story was a young Congo River steamboat officer named Joseph Conrad. And looming above them all, the duplicitous billionaire King Leopold II. With great power and compassion, King Leopold's Ghost will brand the tragedy of the Congo--too long forgotten--onto the conscience of the West",history
27,The Silk Roads: A New History of the World,4.16,Peter Frankopan,"31,446","2,891",922,"The New Silk Roads takes a fresh look at the relationships being formed along the length and breadth of the ancient trade routes today. The world is changing dramatically and in an age of Brexit and Trump, the themes of isolation and fragmentation permeating the western world stand in sharp contrast to events along the Silk Roads, where ties are being strengthened and mutual cooperation established.

This prescient contemporary history provides a timely reminder that we live in a world that is profoundly interconnected. Following the Silk Roads eastwards from Europe through to China, by way of Russia and the Middle East, Peter Frankopan assesses the global reverberations of continual shifts in the centre of power – all too often absent from headlines in the west.

The New Silk Roads asks us to re-examine who we are and where we stand in the world, illuminating the themes on which all our lives and livelihoods depend.


The Silk Roads, a major reassessment of world history, has sold over 1 million copies worldwide.",history
